Date,Open,High,Low,Close,RSI,pSAR,TEMA,ADX
2011-05-04,149.86000061035156,150.33999633789062,146.75999450683594,147.72999572753906,58.83938388515051,153.61000061035156,148.09469250196898,31.880202141393106
2011-05-05,146.82000732421875,147.5800018310547,142.5500030517578,143.47000122070312,45.20861555530341,153.33600036621092,148.19398058526244,29.839666283810818
2011-05-06,145.24000549316406,146.08999633789062,144.39999389648438,145.3000030517578,50.51228876821846,152.68884052734373,148.06075072405963,27.9448829874844
2011-05-09,146.6699981689453,147.5800018310547,146.33999633789062,147.3800048828125,55.75467213434185,152.08051027880856,147.86795492327175,26.329822264465754
2011-05-10,147.19000244140625,148.19000244140625,146.92999267578125,147.89999389648438,56.981549915990925,151.50867984518553,147.70868068033747,25.070755597289978
2011-05-11,147.24000549316406,147.35000610351562,145.77000427246094,146.5399932861328,52.85356775965649,150.97115923757985,147.55734735477964,23.37419893178833
2011-05-12,145.8800048828125,147.1199951171875,144.9600067138672,146.58999633789062,52.98841762392487,150.46588986643053,147.41177364407469,21.962113928179576
2011-05-13,146.72000122070312,147.27999877929688,144.49000549316406,145.6300048828125,50.02981835101714,149.99093665755018,147.23965638272142,20.85382788171333
2011-05-16,145.8800048828125,146.6699981689453,145.19000244140625,145.3699951171875,49.22809378581568,149.54448064120263,147.03505064576638,19.82470512428038
2011-05-17,144.22999572753906,144.77999877929688,143.4199981689453,144.74000549316406,47.25227370111504,149.12481198583595,146.78886295330278,19.631206813626935
2011-05-18,145.5500030517578,146.22000122070312,145.13999938964844,145.60000610351562,50.19121154258791,148.73032344979126,146.55014938503882,18.6915780662008
2011-05-19,145.1199951171875,145.85000610351562,144.86000061035156,145.64999389648438,50.364324859099504,148.35950422590926,146.3421999828078,17.943771167507975
2011-05-20,145.82000732421875,147.77999877929688,144.89999389648438,147.49000549316406,56.37473194828878,148.01093415546018,146.23979001221522,17.015583400494588
2011-05-23,147.0399932861328,147.9499969482422,146.97000122070312,147.8300018310547,57.40120056686374,142.5500030517578,146.254098451478,16.23118235031324
2011-05-24,148.47999572753906,149.0500030517578,148.17999267578125,148.58999633789062,59.684687326941244,142.6580029296875,146.3857952644599,15.997288180901052
2011-05-25,148.72000122070312,149.3699951171875,148.52000427246094,148.5800018310547,59.63941111498313,142.91368293457032,146.5993971094964,15.920359850291431
2011-05-26,148.4499969482422,148.61000061035156,147.58999633789062,148.22000122070312,57.93461732359654,143.30106166552736,146.84191123054728,15.30755687899337
2011-05-27,149.02000427246094,149.9199981689453,148.9600067138672,149.6999969482422,62.66017139275476,143.66519767262696,147.13597294709646,15.340450520529842
2011-05-31,149.8800048828125,150.16000366210938,149.41000366210938,149.63999938964844,62.35436080012583,144.16558171233243,147.46181152256025,15.477052649905971
2011-06-01,149.66000366210938,151.1300048828125,149.42999267578125,149.91000366210938,63.224211427520935,144.7650239073101,147.8032625788618,16.025061372022886
2011-06-02,150.14999389648438,150.3800048828125,148.07000732421875,149.5,60.92220055614859,145.5288216243704,148.12365733419034,15.679455754608792
2011-06-03,150.27999877929688,150.66000366210938,149.6199951171875,150.22000122070312,63.43967015446115,146.20096361538347,148.43239024475702,15.492287087307407
2011-06-06,150.82000732421875,151.4499969482422,150.2100067138672,150.47999572753906,64.33320971669119,146.79244856747496,148.73346316831334,15.692363317648228
2011-06-07,150.6699981689453,150.85000610351562,149.67999267578125,150.4199981689453,63.94482407389654,147.44450534078237,149.01667478222726,15.525923506997513
2011-06-08,150.02000427246094,150.3800048828125,149.3000030517578,149.80999755859375,59.980069691038096,148.00527416582673,149.2505512480608,15.118885047768357
2011-06-09,150.00999450683594,151.02000427246094,149.75,150.55999755859375,63.016314307652074,148.48753535536488,149.45767326445193,15.085703129370046
2011-06-10,149.0399932861328,149.77999877929688,148.69000244140625,149.24000549316406,55.09388187549688,151.4499969482422,149.59510796671103,14.341107433076388
2011-06-13,148.66000366210938,149.0399932861328,147.19000244140625,147.77000427246094,47.87535452314779,151.39479705810547,149.60866692366938,13.860327458385727
2011-06-14,147.6999969482422,148.72999572753906,147.47999572753906,148.6699981689453,52.02021646336985,151.22660527343749,149.5472411615226,13.413888910458684
2011-06-15,148.16000366210938,149.5500030517578,147.9199981689453,149.1199951171875,53.99024085214721,151.06514116015623,149.4636989748518,12.467483561594369
2011-06-16,148.8300018310547,149.49000549316406,148.22000122070312,148.97000122070312,53.206047745553256,150.91013561140622,149.3769777569349,11.58867859479179
2011-06-17,148.8699951171875,150.2899932861328,148.8300018310547,149.94000244140625,57.504697467823185,150.76133028460623,149.3326506486447,11.268646506256994
2011-06-20,150.0800018310547,150.7899932861328,149.5800018310547,150.02999877929688,57.8912000812159,147.19000244140625,149.33820467982474,11.280622095202459
2011-06-21,150.25999450683594,150.8699951171875,150.17999267578125,150.75999450683594,60.99048976887108,147.26200225830078,149.40975725635712,11.34212563980562
2011-06-22,151.00999450683594,151.86000061035156,150.55999755859375,150.99000549316406,61.94100604142966,147.40632197265626,149.5408420019228,12.001416031108219
2011-06-23,148.6699981689453,148.83999633789062,147.25999450683594,148.33999633789062,47.56190394346639,151.86000061035156,149.61110520931348,11.881238185672458
2011-06-24,147.86000061035156,148.02000427246094,145.97000122070312,146.25999450683594,39.759995260792806,151.86000061035156,149.5210156219037,12.393284109692217
2011-06-27,145.92999267578125,146.39999389648438,145.1999969482422,145.72999572753906,38.04737089393185,151.62440063476564,149.2663625107569,13.209303223445117
2011-06-28,146.16000366210938,146.77000427246094,145.6699981689453,146.24000549316406,40.69463974329066,151.23893641357424,148.91688371703742,13.705452312982427
2011-06-29,146.77000427246094,147.4199981689453,146.44000244140625,147.17999267578125,45.33129904294316,150.8766000456543,148.56558474014014,13.711378042962215
2011-06-30,147.17999267578125,147.41000366210938,145.97999572753906,146.0,40.99802427191068,150.53600385980957,148.2098023051954,13.955921736144049
2011-07-01,144.75999450683594,145.07000732421875,143.97000122070312,144.92999267578125,37.49765181452915,150.21584344511552,147.8234568980588,15.09718016450239
2011-07-05,146.9600067138672,147.82000732421875,146.85000610351562,147.6300048828125,49.26816859498572,149.71617606716254,147.5210545300768,14.43640064301366
2011-07-06,148.6999969482422,149.44000244140625,148.5800018310547,148.91000366210938,53.71796512811837,143.97000122070312,147.3733673480631,13.78323097831604
2011-07-07,148.97000122070312,149.35000610351562,148.2899932861328,149.14999389648438,54.52337425040993,144.0794012451172,147.37561195531845,13.027172016837584
2011-07-08,150.32000732421875,150.5,149.99000549316406,150.25,58.12077593678734,144.18661326904297,147.52815767768658,12.866284530387016
2011-07-11,151.3300018310547,151.69000244140625,150.1999969482422,151.58999633789062,62.058197039041666,144.43914873828123,147.83612664170397,13.228166323081426
2011-07-12,151.24000549316406,153.32000732421875,150.77000427246094,152.77000427246094,65.16422075386392,144.87419996046873,148.29303933964098,14.184485576271069
2011-07-13,153.75999450683594,154.7100067138672,153.5800018310547,154.13999938964844,68.39874160441272,145.54986454956872,148.89217874260783,15.536747679709197
2011-07-14,154.80999755859375,155.24000549316406,153.9499969482422,154.5399932861328,69.29515906201351,146.46587876599858,149.58730527013006,16.960071129426602
2011-07-15,154.33999633789062,155.2899932861328,154.22000122070312,155.1999969482422,70.7686015395556,147.51877397325845,150.33853190809302,18.29810136892268
2011-07-18,155.75999450683594,156.5800018310547,155.6699981689453,156.57000732421875,73.60053858792772,148.60674467706085,151.1424137250897,19.953231991472396
2011-07-19,156.32000732421875,156.32000732421875,154.10000610351562,154.66000366210938,64.2544059171763,149.88246582169987,151.8837643809869,20.425618059339534
2011-07-20,154.22000122070312,156.02000427246094,154.11000061035156,156.02000427246094,67.42622646763574,150.95407158319665,152.5675793336025,20.864262265216162
2011-07-21,155.91000366210938,156.0399932861328,154.3300018310547,154.8300018310547,62.22346722914096,151.85422042285393,153.140854738177,21.279721254522354
2011-07-22,156.0,156.55999755859375,155.67999267578125,156.1199951171875,65.34517908649616,152.61034544816604,153.6430892598871,21.883877919236713
2011-07-25,157.60000610351562,157.8000030517578,156.72000122070312,157.33999633789062,68.03545455074125,153.24549046942823,154.13098816541634,22.930308047379487
2011-07-26,156.97000122070312,157.7899932861328,156.60000610351562,157.77000427246094,68.95038933343986,154.06530273424755,154.62292554646015,23.804670776266754
2011-07-27,158.47000122070312,158.63999938964844,156.69000244140625,157.19000244140625,66.19803537288013,154.7375487913994,155.0835971138653,24.944159716532187
2011-07-28,157.5399932861328,157.60000610351562,156.11000061035156,157.32000732421875,66.52063198050405,155.51803891104922,155.49840137495224,25.508958414466957
2011-07-29,158.42999267578125,159.25,157.67999267578125,158.2899932861328,68.90513051409472,156.11000061035156,155.8954657705957,26.664061598974207
2011-08-01,157.47000122070312,158.97000122070312,156.77999877929688,157.72000122070312,65.93337445905122,156.11000061035156,156.25190667575976,27.011069485713655
2011-08-02,159.3300018310547,161.6199951171875,158.97000122070312,161.52000427246094,73.98785563537113,156.73800048828124,156.69901511191333,28.23933906055092
2011-08-03,162.36000061035156,162.86000061035156,161.33999633789062,161.49000549316406,73.8394326625078,156.77999877929688,157.23451508792215,29.720117314272226
2011-08-04,163.61000061035156,163.8699951171875,159.67999267578125,160.63999938964844,69.58021720026211,157.99599914550782,157.78350087091272,29.928949331184764
2011-08-05,161.63999938964844,162.3699951171875,160.47999572753906,161.75,71.86270983719147,159.17079833984377,158.3410601762739,30.122864775460695
2011-08-08,165.47999572753906,167.61000061035156,164.75999450683594,167.1199951171875,79.7707440861983,159.67999267578125,159.08175311061106,31.680543350031463
2011-08-09,169.92999267578125,173.14999389648438,167.47999572753906,168.61000061035156,81.33801066077041,160.47999572753906,160.0375744149922,33.971136696621684
2011-08-10,172.4600067138672,175.1300048828125,171.6199951171875,174.5800018310547,86.01363051132851,163.0139953613281,161.34794035810472,36.32196772576582
2011-08-11,172.27999877929688,172.33999633789062,168.64999389648438,170.75,73.32181604214446,165.437197265625,162.77185649195644,37.044212456627115
2011-08-12,169.57000732421875,170.05999755859375,167.77000427246094,169.97000122070312,71.0233545013111,167.3757587890625,164.12685163757476,37.321291892172034
2011-08-15,169.32000732421875,171.91000366210938,168.9499969482422,171.8000030517578,73.14997958945163,167.77000427246094,165.39432150500744,37.909847405877926
2011-08-16,172.60000610351562,174.07000732421875,172.5,173.9199981689453,75.4021820474205,167.77000427246094,166.62302046008546,38.80570914065826
2011-08-17,173.8699951171875,174.67999267578125,173.25,174.4199981689453,75.91530771208882,168.9499969482422,167.8104571086626,39.731708068884764
2011-08-18,177.14999389648438,178.10000610351562,176.41000366210938,177.72000122070312,79.02525397828107,170.18599853515624,169.04483409501728,41.06824127249288
2011-08-19,181.63999938964844,181.6699981689453,178.91000366210938,179.9499969482422,80.82693422977606,171.76880004882813,170.3769905869632,42.70886949695035
2011-08-22,181.9499969482422,184.82000732421875,181.60000610351562,184.58999633789062,83.9216517541806,173.74903967285155,171.91915249935485,44.52361796735001
2011-08-23,182.24000549316406,183.82000732421875,177.5,177.6699981689453,66.64467824967436,175.963233203125,173.33671276902115,44.56174021268735
2011-08-24,177.89999389648438,178.30999755859375,170.30999755859375,171.64999389648438,55.86909505422014,184.82000732421875,174.28736733861325,42.46546594881046
2011-08-25,167.0,172.80999755859375,165.8800048828125,172.36000061035156,56.75715024040827,184.52980712890624,174.78182952613128,39.530438722400234
2011-08-26,173.57000732421875,177.5500030517578,171.75,177.47000122070312,62.59171076140709,183.7838150390625,175.1124916145883,37.661533960865164
2011-08-29,175.9499969482422,176.00999450683594,172.8800048828125,173.88999938964844,56.80867978051746,183.0676626328125,175.2636156424295,35.926122396582606
2011-08-30,177.6999969482422,179.30999755859375,176.66000366210938,179.10000610351562,62.27184112541222,182.3801563228125,175.46445143994742,34.86783504475353
2011-08-31,177.72999572753906,179.16000366210938,176.3300018310547,177.72000122070312,60.10327481335603,181.7201502652125,175.7114869913744,33.80265514538611
2011-09-01,177.44000244140625,178.25999450683594,176.5500030517578,177.8699951171875,60.26524281042656,181.08654444991652,175.98810985010124,32.81355952454494
2011-09-02,182.82000732421875,183.50999450683594,182.10000610351562,183.24000549316406,65.64291679465589,165.8800048828125,176.47037100847157,32.75048841661724
2011-09-06,184.5800018310547,185.85000610351562,181.30999755859375,182.89999389648438,65.04267588067962,166.23260467529298,177.12666554375184,33.017684826921574
2011-09-07,176.19000244140625,178.08999633789062,174.4499969482422,177.0800018310547,55.660599758282935,167.0173007324219,177.66264680331437,31.56359405265159
2011-09-08,181.38999938964844,182.1199951171875,179.77000427246094,181.80999755859375,60.6308639694165,167.77060894726563,178.1776271640843,30.833922126852933
2011-09-09,179.75999450683594,181.9499969482422,179.1699981689453,180.6999969482422,58.96054915203518,168.49378483351563,178.64629271257377,30.02029844829002
2011-09-12,178.72999572753906,178.99000549316406,175.3300018310547,176.6699981689453,53.227245433870216,169.18803368431563,178.90653337657068,28.43180693535593
2011-09-13,177.52000427246094,179.5399932861328,176.2899932861328,178.5399932861328,55.39470062988235,169.85451258108364,179.0239731585544,27.054504857847256
2011-09-14,177.5500030517578,177.77999877929688,176.0500030517578,177.2100067138672,53.49594315190222,170.49433232198092,179.0014702748093,25.721603031793496
2011-09-15,174.61000061035156,174.85000610351562,172.55999755859375,174.39999389648438,49.62557268443691,171.10855927324232,178.77291192743678,24.04216100669013
2011-09-16,173.72000122070312,177.39999389648438,173.7100067138672,176.02999877929688,51.80383154848238,171.69821714645326,178.44096660134014,22.688832957959175
2011-09-19,176.8300018310547,176.86000061035156,172.1999969482422,173.30999755859375,48.06853464311841,185.85000610351562,177.97441210524858,21.104940074349802
2011-09-20,173.17999267578125,176.3699951171875,172.83999633789062,175.77999877929688,51.48922829186744,185.57700592041016,177.50765741607293,19.63418239671253
2011-09-21,174.7899932861328,176.72999572753906,173.13999938964844,173.58999633789062,48.44244362729867,185.3094657409668,177.0167553269482,18.3531080629102
2011-09-22,169.3000030517578,170.32000732421875,167.47999572753906,169.0500030517578,42.789692805247164,185.0472763651123,176.35090446556757,18.139792259166132
2011-09-23,164.50999450683594,165.72000122070312,158.5500030517578,159.8000030517578,34.06718680744636,184.3445851396094,175.19284858336496,19.282928477627582
2011-09-26,157.1199951171875,158.8000030517578,154.19000244140625,157.5800018310547,32.362142989289715,182.7969102143383,173.53686322918207,20.83583497844683
2011-09-27,161.61000061035156,162.2899932861328,159.91000366210938,160.6300048828125,37.02547080426319,180.50835759250376,171.68464096229803,21.44562713048603
2011-09-28,160.72999572753906,161.2899932861328,155.55999755859375,156.22000122070312,33.435900301285876,178.40288918041597,169.681715763006,22.515456796591717
2011-09-29,158.1199951171875,158.1999969482422,156.13999938964844,157.6999969482422,35.689265400337646,176.4658582412952,167.70964738301086,23.508870057975567
2011-09-30,157.3000030517578,160.0,156.3300018310547,158.05999755859375,36.25455128665675,174.68378977730407,165.90060431375366,23.98584526100973
2011-10-03,161.08999633789062,161.55999755859375,159.92999267578125,160.9600067138672,40.77102709957076,173.04428679043224,164.4258911100823,24.048215359224084
2011-10-04,160.9499969482422,161.02999877929688,155.27000427246094,157.63999938964844,37.495688557644804,171.53594404251015,163.1812423371499,24.730499676947364
2011-10-05,158.00999450683594,160.32000732421875,156.44000244140625,159.4600067138672,40.325839749386816,170.14826871442185,162.18962398026034,25.36404940054755
2011-10-06,160.02000427246094,161.11000061035156,158.77000427246094,160.49000549316406,41.928390465516976,168.8716074125806,161.46711500631423,25.738963225818658
2011-10-07,161.02000427246094,161.5800018310547,158.22999572753906,159.17999267578125,40.440848443565194,167.69707901488664,160.9269510527621,26.167358003386617
2011-10-10,162.0500030517578,163.32000732421875,161.13999938964844,163.27000427246094,46.78833223588503,166.61651288900822,160.66763750875498,26.064519402078208
2011-10-11,162.2100067138672,162.50999450683594,161.2100067138672,162.10000610351562,45.30100589408012,165.62239205320006,160.61181902693937,25.969026415148967
2011-10-12,163.6999969482422,164.0,162.5,163.25999450683594,47.096589069309466,164.70780088425656,160.72884740994368,25.433236912364116
2011-10-13,162.3000030517578,162.47999572753906,160.82000732421875,162.3000030517578,45.75786718139559,164.0,160.9249399366274,25.270222035933042
2011-10-14,163.3300018310547,163.82000732421875,162.25,163.39999389648438,47.59597891940197,164.0,161.18528873821873,24.70525039070061
2011-10-17,164.0,164.16000366210938,161.9499969482422,162.6199951171875,46.39537602656046,154.19000244140625,161.45031587192454,24.07429993224241
2011-10-18,159.9600067138672,162.02999877929688,158.3000030517578,161.83999633789062,45.168365797455394,154.38940246582033,161.66245104959114,24.256949955475818
2011-10-19,161.08999633789062,161.42999267578125,159.5500030517578,159.8699951171875,42.13728645621303,154.5848144897461,161.7375292707991,24.426553548478267
2011-10-20,157.6199951171875,158.4199981689453,156.0500030517578,157.77000427246094,39.12334704098298,154.77631827319337,161.605587929101,25.236606336889174
2011-10-21,159.99000549316406,160.4499969482422,158.94000244140625,159.52000427246094,42.79536266803314,154.96399198097168,161.3692706330325,25.28897035438769
2011-10-24,160.5500030517578,161.3300018310547,160.22000122070312,161.02000427246094,45.81247159860034,155.14791221459444,161.15035878425823,25.044338736740958
2011-10-25,161.24000549316406,166.33999633789062,160.41000366210938,165.58999633789062,53.80624590283952,155.32815404354474,161.15779004931383,23.367489565628354
2011-10-26,167.02999877929688,168.0500030517578,166.4199981689453,167.39999389648438,56.540770229420446,155.76862773531857,161.4615520514961,22.00485485055365
2011-10-27,167.58999633789062,170.2899932861328,166.64999389648438,169.5500030517578,59.60009694777854,156.50551025430494,162.07393490115984,21.2540105478553
2011-10-28,169.63999938964844,169.94000244140625,168.75,169.6199951171875,59.699556578595455,157.60826889685117,162.89847875261,20.556797981063976
2011-10-31,167.75999450683594,168.16000366210938,166.91000366210938,167.33999633789062,54.95350548249108,158.6228068479937,163.73661514626093,19.376646879718432
2011-11-01,164.02999877929688,167.41000366210938,163.61000061035156,167.3800048828125,55.021078477395605,159.55618176304483,164.49642469986006,18.554674975989116
2011-11-02,168.58999633789062,169.74000549316406,167.3000030517578,169.05999755859375,57.87838293120431,160.41488668489188,165.20505985579717,17.283960481552075
2011-11-03,171.1699981689453,172.0399932861328,169.89999389648438,171.72000122070312,61.99506222963935,161.20489521299115,165.95610612625467,16.659824805649166
2011-11-04,171.02999877929688,171.33999633789062,170.16000366210938,170.85000610351562,59.93196460866801,162.2884050203053,166.70625850783148,16.08027024945361
2011-11-07,172.85000610351562,175.0,172.7100067138672,174.97999572753906,65.75760461884667,163.26356384688805,167.5680967945055,16.367946612289636
2011-11-08,174.35000610351562,175.4600067138672,172.89999389648438,173.52999877929688,62.33108596776141,164.67193618526147,168.46039883002584,16.731079684732897
2011-11-09,174.27999877929688,174.80999755859375,171.61000061035156,172.07000732421875,58.997521982932675,166.18226605926628,169.26407880022475,16.648826657112927
2011-11-10,172.42999267578125,172.58999633789062,168.8300018310547,171.13999938964844,56.90961673447191,167.48114975091042,169.90261744729253,15.739518090862074
2011-11-11,172.10000610351562,174.0500030517578,172.07000732421875,173.9600067138672,61.373479822534236,168.59818972572435,170.47695195184372,15.265637731893857
2011-11-14,173.74000549316406,173.86000061035156,172.58999633789062,173.1999969482422,59.582050918933774,168.8300018310547,170.9842149869285,14.825605969994799
2011-11-15,173.35000610351562,173.80999755859375,171.89999389648438,173.36000061035156,59.84777072383467,169.75820251464845,171.42808441542434,14.193045644359957
2011-11-16,171.6300048828125,172.9600067138672,170.57000732421875,171.50999450683594,55.31927411280484,170.55645510253908,171.74112700092866,13.17955653288823
2011-11-17,170.0399932861328,170.3000030517578,166.38999938964844,167.10000610351562,46.3214554664507,175.4600067138672,171.76235352199316,13.381081795772994
2011-11-18,167.22999572753906,168.69000244140625,166.60000610351562,167.6199951171875,47.40769197909223,175.2786065673828,171.53819217017707,13.568212397023132
2011-11-21,166.61000061035156,166.7100067138672,162.07000732421875,163.5,40.427220385205416,175.10083442382813,171.00172838537918,14.746773316550405
